OrganizationNumber,OrganizationName,boro_name,Fax,Phone,URL,latitude,longitude,Census Tract,Address1,City,Postcode,focus1,focus2,focus3,focus4,focus5,focus6,focus7,focus8,focus9,focus10,focus11,focus12,focus13,focus14,fofcus15,focus16,focus17,focus18,focus19,focus20,focus21,focus22,focus23
824,Groundswell Community Mural Project,MANHATTAN,7182549783,7182549782,http://www.groundswellmural.org/,40.679555,-73.982355,127,339 Douglass Street,Brooklyn,11217,Arts & Culture,Education,Employment & Job Training,,,,,,,,,,,,,,,,,,,,
1232,Groundswell Community Mural Project,QUEENS,7182549783,7182549782,http://www.groundswellmural.org/,40.679555,-73.982355,127,339 Douglass Street,Brooklyn,11217,Arts & Culture,Education,Employment & Job Training,,,,,,,,,,,,,,,,,,,,
1792,Groundswell Community Mural Project,BROOKLYN,7182549783,7182549782,http://www.groundswellmural.org/,40.679555,-73.982355,127,339 Douglass Street,Brooklyn,11217,Arts & Culture,Education,Employment & Job Training,,,,,,,,,,,,,,,,,,,,
344,Greater Chinatown Community Association,MANHATTAN,,2123741311,,40.714459,-73.999347,29,105 Mosco Street,New York,10013,Arts & Culture,Education,Health,Immigration,,,,,,,,,,,,,,,,,,,
1075,Recreational Inner-City Sports & Education (RISE),QUEENS,,7187234190,,40.673769,-73.775951,33402,133-25 Guy R. Brewer Boulevard,Jamaica,11434,Arts & Culture,Education,Health,Youth Services,,,,,,,,,,,,,,,,,,,
428,Harlem RBI (Reviving Baseball in Inner Cities),MANHATTAN,2127221862,2127221608,http://www.harlemrbi.org,40.786209,-73.943789,164,333 East 100th Street,New York,10029,Arts & Culture,Education,Health,,,,,,,,,,,,,,,,,,,,
58,Bronx River Art Center,BRONX,7188608303,7185895819,http://www.bronxriverart.org,40.840027,-73.878633,361,1087 East Tremont Avenue,Bronx,10460,Arts & Culture,Education,Professional Association,,,,,,,,,,,,,,,,,,,,
609,National Organization of Italian-American Women,MANHATTAN,2124896130,2122378574,http://www.noiaw.org/,,,,"445 West 59 St., Suite 1248",New York,,Arts & Culture,Education,Professional Association,,,,,,,,,,,,,,,,,,,,
63,"The Learning Tree Cultural Center, Inc.",BRONX,,7189440958,,40.873827,-73.862622,372,801 Bartholdi Street,Bronx,10467,Arts & Culture,Education,Youth Services,,,,,,,,,,,,,,,,,,,,
299,Youth Speaks New York,MANHATTAN,2126750171,2126916590,http://www.twc.org,,,,520 Eight Ave.,New York,10018,Arts & Culture,Education,Youth Services,,,,,,,,,,,,,,,,,,,,
477,Harlem Branch YWCA/NYC,MANHATTAN,2126784212,2127359748,http://www.ymcanyc.org/sub.php?p=about&sp=harlem/harlemabout,,,,"610 Lexington Ave., 7th Floor",New York,,Arts & Culture,Education,Youth Services,,,,,,,,,,,,,,,,,,,,
1089,Latin American Cultural Center of Queens,QUEENS,7182614308,7182617664,,40.713329,-73.828601,216,"120-55 Queens Blvd., Room 323",Kew Gardens,11424,Arts & Culture,Education,Youth Services,,,,,,,,,,,,,,,,,,,,
1114,"National Council of Negro Women of Greater New York, New York City Chapter",QUEENS,7186578824,7186578585,,,,,"114-02 Guy R. Brewer Blvd., Suite 215",Jamaica,,Arts & Culture,Education,Youth Services,,,,,,,,,,,,,,,,,,,,
1122,New York Junior Tennis League,QUEENS,,7187867110,http://nyjtl.org/,40.741828,-73.907281,245,58-12 Queens Boulevard,Woodside,11377,Arts & Culture,Education,Youth Services,,,,,,,,,,,,,,,,,,,,
212,NYC Department of Cultural Affairs,BRONX,,2126399675,http://www.nyc.gov/html/dcla/html/home/home.shtml,,,,,New York,,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
911,NYC Department of Cultural Affairs,MANHATTAN,,2126399675,http://www.nyc.gov/html/dcla/html/home/home.shtml,,,,,New York,,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
1316,NYC Department of Cultural Affairs,QUEENS,,2126399675,http://www.nyc.gov/html/dcla/html/home/home.shtml,,,,,New York,,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
1512,NYC Department of Cultural Affairs,STATENIS,,2126399675,http://www.nyc.gov/html/dcla/html/home/home.shtml,,,,,New York,,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
1879,NYC Department of Cultural Affairs,BROOKLYN,,2126399675,http://www.nyc.gov/html/dcla/html/home/home.shtml,,,,,New York,,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
16,"Dream Yard Drama Project, Inc.",BRONX,,7185888007,http://www.dreamyard.com/,40.827784,-73.924766,195,"872 Gerard Avenue, # 2",Bronx,10452,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
17,"Casita Maria, Inc.",BRONX,,7185892230,http://www.casita.us/,40.82062,-73.893084,89,930 Simpson St.,Bronx,10459,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
31,GS: Dreamyard Drama Project,BRONX,,7185888007,,40.827784,-73.924766,195,"872 Gerard Avenue, # 2",Bronx,10452,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
102,"Ifetayo Cultural Arts, Inc.",BRONX,7188561192,7188561123,http://www.ifetayo.org,40.639738,-73.943567,830,629A East 35th Street,BROOKLYN,11203,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
288,Municipal Art Society of New York,MANHATTAN,2127531816,2129353960,http://www.mas.org/,,,,457 Madison Avenue,New York,,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
290,New York Public Library for the Performing Arts,MANHATTAN,,,,,,,Fifth Avenue and 42nd Street,New York,10018,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
505,Museum of Modern Art,MANHATTAN,,2124086347,http://moma.org/education/moma_access.html,40.761002,-73.977201,104,11 West 53 Street,New York,10019,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
517,Fundacion Dominicana Culturarte de New York,MANHATTAN,,2129288100,,40.847052,-73.933578,261,"260 Audubon Avenue, 100S",New York,10033,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
559,OPUS Dance Theatre and Community Services Inc.,MANHATTAN,,2129968413,,40.800187,-73.946797,184,1405 5th Ave STE 2S,New York,10029,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
572,National Society For Hebrew Day Schools,MANHATTAN,,7187874412,,40.709493,-74.01024,1502,160 Broadway,New York,10038,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
751,Aviva Players Company Inc,MANHATTAN,,2123622277,http://www.theavivaplayers.com,40.785398,-73.96927,173,"262 Central Park West, #14E",New York,10024,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
802,"Ifetayo Cultural Arts, Inc.",MANHATTAN,7188561192,7188561123,http://www.ifetayo.org,40.639738,-73.943567,830,629A East 35th Street,BROOKLYN,11203,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
1035,"Sports and Arts In Schools Foundation, Inc.",QUEENS,,,,40.741828,-73.907281,245,"58-12 Queens Boulevard, Ste. 1",Woodside,11377,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
1635,Brooklyn Children's Museum,BROOKLYN,,7187354402,http://www.brooklynkids.org/,40.674773,-73.944464,341,145 Brooklyn Avenue,Brooklyn,11213,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
1769,"Ifetayo Cultural Arts, Inc.",BROOKLYN,7188561192,7188561123,http://www.ifetayo.org,40.639738,-73.943567,830,629A East 35th Street,BROOKLYN,11203,Arts & Culture,Education,,,,,,,,,,,,,,,,,,,,,
1045,"Filipino American Human Services, Inc.",QUEENS,,7188831295,,40.714311,-73.776886,480,185-14 Hillside Avenue,Jamaica,11432,Arts & Culture,Health,Immigration,Youth Services,,,,,,,,,,,,,,,,,,,
1674,Federation of Italian-American Organizations of Brooklyn,BROOKLYN,,7182592829,,40.61389,-73.995465,274,7403 18th Avenue,Brooklyn,11204,Arts & Culture,Health,Immigration,Youth Services,,,,,,,,,,,,,,,,,,,
206,New York City Department of Parks & Recreation,BRONX,,2126399675,http://www.nycgovparks.org/,,,,,New York,,Arts & Culture,Health,,,,,,,,,,,,,,,,,,,,,
905,New York City Department of Parks & Recreation,MANHATTAN,,2126399675,http://www.nycgovparks.org/,,,,,New York,,Arts & Culture,Health,,,,,,,,,,,,,,,,,,,,,
1310,New York City Department of Parks & Recreation,QUEENS,,2126399675,http://www.nycgovparks.org/,,,,,New York,,Arts & Culture,Health,,,,,,,,,,,,,,,,,,,,,
1506,New York City Department of Parks & Recreation,STATENIS,,2126399675,http://www.nycgovparks.org/,,,,,New York,,Arts & Culture,Health,,,,,,,,,,,,,,,,,,,,,
1873,New York City Department of Parks & Recreation,BROOKLYN,,2126399675,http://www.nycgovparks.org/,,,,,New York,,Arts & Culture,Health,,,,,,,,,,,,,,,,,,,,,
246,Russian American Foundation,BRONX,2126875558,2126876118,http://www.RussianAmericanFoundation.org,40.750744,-73.986072,84,"70 West 36 Street, #701",New York,10018,Arts & Culture,Health,,,,,,,,,,,,,,,,,,,,,
447,Bread and Roses,MANHATTAN,2127671554,2127670025,http://www.bread-and-roses.com/,40.761399,-73.987896,127,322 West 48th Street 6th Floor,New York,10036,Arts & Culture,Health,,,,,,,,,,,,,,,,,,,,,
944,Russian American Foundation,MANHATTAN,2126875558,2126876118,http://www.RussianAmericanFoundation.org,40.750744,-73.986072,84,"70 West 36 Street, #701",New York,10018,Arts & Culture,Health,,,,,,,,,,,,,,,,,,,,,
1349,Russian American Foundation,QUEENS,2126875558,2126876118,http://www.RussianAmericanFoundation.org,40.750744,-73.986072,84,"70 West 36 Street, #701",New York,10018,Arts & Culture,Health,,,,,,,,,,,,,,,,,,,,,
1545,Russian American Foundation,STATENIS,2126875558,2126876118,http://www.RussianAmericanFoundation.org,40.750744,-73.986072,84,"70 West 36 Street, #701",New York,10018,Arts & Culture,Health,,,,,,,,,,,,,,,,,,,,,
1913,Russian American Foundation,BROOKLYN,2126875558,2126876118,http://www.RussianAmericanFoundation.org,40.750744,-73.986072,84,"70 West 36 Street, #701",New York,10018,Arts & Culture,Health,,,,,,,,,,,,,,,,,,,,,
1069,Young Korean American Service & Education Center (YKASEC),QUEENS,7184450032,7184605600,http://www.ykasec.org,40.758676,-73.82908,853,"136-19 41 Avenue, 3rd Floor",Flushing,11355,Arts & Culture,Immigration,Legal Services,,,,,,,,,,,,,,,,,,,,
642,"Ukrainian National Women's League of America, Inc.",MANHATTAN,,2125334545,http://www.unwla.org,,,,203 Second Ave.,New York,,Arts & Culture,Immigration,Personal Finance & Financial Education,,,,,,,,,,,,,,,,,,,,
504,Asian American Writers' Workshop,MANHATTAN,2124940062,2124940061,http://www.aaww.org/,40.747541,-73.986426,76,16 W 32nd St Ste. 10A,New York,10001,Arts & Culture,Immigration,,,,,,,,,,,,,,,,,,,,,
509,Chinese-American Arts Council,MANHATTAN,,2123340084,http://www.caacarts.org/,40.720602,-74.000848,45,"456  Broadway, 3rd Floor",New York,10013,Arts & Culture,Immigration,,,,,,,,,,,,,,,,,,,,,
1169,Queens Council on the Arts (QCA),QUEENS,7186475036,7186473377,http://www.queenscouncilarts.org,40.702513,-73.852566,64102,One Forest Park,Woodhaven,11421,Arts & Culture,Immigration,,,,,,,,,,,,,,,,,,,,,
735,ArtTable,MANHATTAN,2123431430,2123431735,http://www.arttable.org,40.723843,-73.996356,43,"270 Lafayette St., Suite 608",New York,10012,Arts & Culture,Professional Association,,,,,,,,,,,,,,,,,,,,,
65,"Riverdale Community Center, Inc.",BRONX,,7187964724,,40.888338,-73.913486,309,660 West 237th Street,Bronx,10463,Arts & Culture,Youth Services,,,,,,,,,,,,,,,,,,,,,
499,"Groove With Me, Inc.",MANHATTAN,,2129875910,http://www.groovewithme.org,40.802592,-73.937256,196,186 E. 123rd Street,New York,10035,Arts & Culture,Youth Services,,,,,,,,,,,,,,,,,,,,,
587,"viBe Theater Experience, Inc.",MANHATTAN,,9176470326,http://www.vibetheater.org,,,,P.O. Box 1478,New York,10027,Arts & Culture,Youth Services,,,,,,,,,,,,,,,,,,,,,
1684,"Young Dancers In Repertory, Inc.",BROOKLYN,,3477027155,,,,,PO Box 205037 Sunset Station,Brooklyn,11220,Arts & Culture,Youth Services,,,,,,,,,,,,,,,,,,,,,
90,Latin Media and Entertainment Commission,BRONX,,2126399675,http://www.nyc.gov/html/lmec/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
154,NYC TV,BRONX,,,http://www.nyc.gov/html/nycmg/nyctv/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
188,NYC Media Group,BRONX,,2126399675,http://www.nyc.gov/html/nycmg/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
217,NYC Public Design Commission,BRONX,,2126399675,http://nyc.gov/html/artcom/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
218,Landmarks Preservation Commission,BRONX,,2126399675,,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
245,"NYC Mayor's Office of Film, Theatre and Broadcasting",BRONX,,2126399675,http://www.nyc.gov/html/film/html/index/index.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
791,Latin Media and Entertainment Commission,MANHATTAN,,2126399675,http://www.nyc.gov/html/lmec/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
853,NYC TV,MANHATTAN,,,http://www.nyc.gov/html/nycmg/nyctv/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
887,NYC Media Group,MANHATTAN,,2126399675,http://www.nyc.gov/html/nycmg/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
916,NYC Public Design Commission,MANHATTAN,,2126399675,http://nyc.gov/html/artcom/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
917,Landmarks Preservation Commission,MANHATTAN,,2126399675,,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
943,"NYC Mayor's Office of Film, Theatre and Broadcasting",MANHATTAN,,2126399675,http://www.nyc.gov/html/film/html/index/index.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1201,Latin Media and Entertainment Commission,QUEENS,,2126399675,http://www.nyc.gov/html/lmec/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1260,NYC TV,QUEENS,,,http://www.nyc.gov/html/nycmg/nyctv/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1293,NYC Media Group,QUEENS,,2126399675,http://www.nyc.gov/html/nycmg/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1321,NYC Public Design Commission,QUEENS,,2126399675,http://nyc.gov/html/artcom/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1322,Landmarks Preservation Commission,QUEENS,,2126399675,,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1348,"NYC Mayor's Office of Film, Theatre and Broadcasting",QUEENS,,2126399675,http://www.nyc.gov/html/film/html/index/index.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1409,Latin Media and Entertainment Commission,STATENIS,,2126399675,http://www.nyc.gov/html/lmec/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1460,NYC TV,STATENIS,,,http://www.nyc.gov/html/nycmg/nyctv/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1489,NYC Media Group,STATENIS,,2126399675,http://www.nyc.gov/html/nycmg/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1517,NYC Public Design Commission,STATENIS,,2126399675,http://nyc.gov/html/artcom/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1518,Landmarks Preservation Commission,STATENIS,,2126399675,,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1544,"NYC Mayor's Office of Film, Theatre and Broadcasting",STATENIS,,2126399675,http://www.nyc.gov/html/film/html/index/index.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1757,Latin Media and Entertainment Commission,BROOKLYN,,2126399675,http://www.nyc.gov/html/lmec/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1821,NYC TV,BROOKLYN,,,http://www.nyc.gov/html/nycmg/nyctv/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1855,NYC Media Group,BROOKLYN,,2126399675,http://www.nyc.gov/html/nycmg/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1884,NYC Public Design Commission,BROOKLYN,,2126399675,http://nyc.gov/html/artcom/html/home/home.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1885,Landmarks Preservation Commission,BROOKLYN,,2126399675,,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
1912,"NYC Mayor's Office of Film, Theatre and Broadcasting",BROOKLYN,,2126399675,http://www.nyc.gov/html/film/html/index/index.shtml,,,,,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
12,"Bronx Council On The Arts, Inc.",BRONX,,7189319500,http://www.bronxarts.org/,40.848065,-73.854058,254,1738 Hone Avenue,Bronx,10461,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
34,Bronx Arts Ensemble,BRONX,,7186017399,http://www.bronxartsensemble.org/,40.884706,-73.889991,281,"80 Van Cortlandt Park S, Ste. 7D-1",Bronx,10463,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
55,Neighborhood Association for Inter-Cultural Affairs (NAICA),BRONX,,7185383344,,40.831157,-73.920332,195,1055 GRAND CONCOURSE,Bronx,10452,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
151,Kurdish Library,BRONX,7183984365,7187837930,http://www.kurdishlibrarymuseum.org,40.676291,-73.966775,205,345 Park Place,Brooklyn,11238,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
163,World Music Institute (WMI),BRONX,2128892771,2125457536,http://www.heartheworld.org,40.744911,-73.98974,58,"49 West 27th Street, Suite 930",New York,10001,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
276,Japanese American Association of New York,BRONX,2128400616,2128406942,http://www.jaany.org,,,,,New York,10036,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
279,Lilith Magazine,MANHATTAN,,2127570818,http://www.lilithmag.com,40.766391,-73.982119,137,"250 West 57th Street, Suite 2432",New York,10107,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
285,"Women in the Arts Foundation, Inc.",MANHATTAN,,2127511915,http://www.anny.org,,,,1175 York Ave.,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
313,UJA-Federation of New York,MANHATTAN,2128887538,2129801000,http://www.ujafedny.org/,,,,130 E 59 Street,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
341,Asian American Arts Alliance,MANHATTAN,,2129417978,http://www.aaartsalliance.org/,40.725248,-74.004412,37,155 Avenue of the Americas,New York,10013,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
347,Jewish Renaissance Center,MANHATTAN,,2125809666,http://www.jewishrenaissance.org,40.78576,-73.980146,167,441 West End Avenue,New York,10024,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
352,Hadassah--The Women's Zionist Organization of America,MANHATTAN,2123038282,2123557900,http://www.hadassah.org,,,,50 West 58 St.,New York,,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
406,Ceres Gallery,MANHATTAN,,2122264725,http://www.ceresgallery.org/,40.724743,-73.997341,43,"584-88 Broadway, Suite 306",New York,10012,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
419,CineWomen NY,MANHATTAN,,2126044264,http://www.cinewomenny.org,,,,PO Box 2078,New York,10108,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
421,ABC No Rio,MANHATTAN,,,,40.719206,-73.985447,3001,156 Rivington St.,New York,10002,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
471,"The Pen and Brush, Inc.",MANHATTAN,2124756018,2124753669,http://www.penandbrush.org,40.733035,-73.994559,59,16 East Tenth Street,New York,10003,Arts & Culture,,,,,,,,,,,,,,,,,,,,,,
