Protest,Region,Country,Location,Start_day,Start_month,Start_year,End_day,End_month,End_year,Protester_violence,Protester_identity,Protester_demand,State_response_level,State_response,,Participants_estimate,Participants_low,Participants_high,Participants_average
1002,Europe,Ireland,Dublin,2,3,2016,2,3,2016,0,nurses,labor wage dispute,2,ignore,,5000-10000,5000,10000,7500
1031,Europe,Ireland,Dublin,1,10,2013,1,10,2013,0,Union of Students in Ireland  USI ,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
969,Europe,Ireland,Dublin,29,11,2015,29,11,2015,0,Stop Climate Chaos Transition Galway,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
1104,Europe,Ireland,Dublin,9,2,2013,9,2,2013,0,Irish Congress of Trade Unions,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
989,Europe,Ireland,Dublin,2,9,2014,11,9,2014,0,asylum seekers,"political behavior, process",1,accomodate,,5000-10000,5000,10000,7500
1079,Europe,Ireland,Dublin,2,3,2015,2,3,2015,0,Union member nurses,"price increases, tax policy",2,ignore,,5000-10000,5000,10000,7500
1117,Europe,Ireland,Dublin,15,3,2019,15,3,2019,0,"Students, young people","political behavior, process",2,ignore,,5000-10000,5000,10000,7500
972,Europe,Ireland,Dublin,8,3,2017,8,3,2017,0,Coalition to Repeal the Eighth Amendment,social restrictions,2,ignore,,5000-10000,5000,10000,7500
1038,Europe,Ireland,Dublin,14,11,2018,14,11,2018,0,Protesters opposed to victim blaming in the justice system s handling of a sexual assault case,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
1090,Europe,Ireland,Dublin,28,4,2016,28,4,2016,0,protesters,"political behavior, process",2,ignore,,5000-10000,5000,10000,7500
1116,Europe,Ireland,Dublin,3,10,2018,3,10,2018,0,"A diverse protest against the housing crisis, including Abortion Rights Campaign, the Irish Congress of Trade Unions, Union of Students in Ireland Women s Aid, National Women s Council of Ireland","political behavior, process",2,ignore,,50-99,50,99,75
1095,Europe,Ireland,Dublin,14,12,2016,14,12,2016,0,Irish Syria Solidarity Movement,"political behavior, process",2,ignore,,50-99,50,99,75
1092,Europe,Ireland,Dublin,11,5,2016,11,5,2016,0,parents of students,"political behavior, process",2,ignore,,50-99,50,99,75
1100,Europe,Ireland,Dublin,6,2,2019,6,2,2019,0,"General Practitioners, organised by the National Association of General Practitioners  NAGP ",labor wage dispute,2,ignore,,50-99,50,99,75
1581,Europe,Slovak Republic,Dunajska_Streda,2,9,2009,2,9,2009,0,ethnic Hungarians,"political behavior, process",2,ignore,,50-99,50,99,75
1932,Europe,United Kingdom,Dundee,18,8,2018,18,8,2018,0,"Pro independence demonstrators, organised by the All Under One Banner group of nationalist agitators","political behavior, process",2,ignore,,50-99,50,99,75
2004,Europe,United Kingdom,Dundee,9,11,2016,9,11,2016,0,RMT union,"political behavior, process",2,ignore,,50-99,50,99,75
1840,Europe,United Kingdom,Edinburgh,25,3,2009,25,3,2009,0,students teachers,labor wage dispute,2,ignore,,50-99,50,99,75
1852,Europe,United Kingdom,Edinburgh,5,12,2011,5,12,2011,0,anti gay marriage activists,"political behavior, process",2,ignore,,50-99,50,99,75
1866,Europe,United Kingdom,Edinburgh,15,6,2015,15,6,2015,0,cyclists,"political behavior, process",2,ignore,,50-99,50,99,75
1867,Europe,United Kingdom,Edinburgh,16,8,2015,16,8,2015,0,Environmental campaigners,"political behavior, process",2,ignore,,50-99,50,99,75
1904,Europe,United Kingdom,Edinburgh,23,10,2010,23,10,2010,0,Scottish Trades Union Congress,"price increases, tax policy",2,ignore,,50-99,50,99,75
1906,Europe,United Kingdom,Edinburgh,22,3,2011,22,3,2011,0,students,"price increases, tax policy",2,ignore,,50-99,50,99,75
1910,Europe,United Kingdom,Edinburgh,28,4,2012,28,4,2012,0,cyclists,"political behavior, process",2,ignore,,50-99,50,99,75
1956,Europe,United Kingdom,Edinburgh,24,8,2010,24,8,2010,0,protesters,"political behavior, process",4,arrests,,50-99,50,99,75
1965,Europe,United Kingdom,Edinburgh,30,11,2011,30,11,2011,0,Scotland for Marriage group,"political behavior, process",2,ignore,,50-99,50,99,75
1973,Europe,United Kingdom,Edinburgh,13,11,2012,13,11,2012,0,Lawyers,"political behavior, process",2,ignore,,50-99,50,99,75
1981,Europe,United Kingdom,Edinburgh,30,10,2013,30,10,2013,0,Stop Climate Chaos Scotland,"political behavior, process",2,ignore,,50-99,50,99,75
1990,Europe,United Kingdom,Edinburgh,24,8,2015,24,8,2015,0,workers,labor wage dispute,2,ignore,,50-99,50,99,75
1995,Europe,United Kingdom,Edinburgh,26,12,2015,27,12,2015,0,Public and Commercial Services Union,labor wage dispute,2,ignore,,50-99,50,99,75
2018,Europe,United Kingdom,Edinburgh,18,8,2018,18,8,2018,0,Campaigners for a  people s vote    a second Brexit referendum,"political behavior, process",2,ignore,,50-99,50,99,75
2019,Europe,United Kingdom,Edinburgh,17,1,2019,17,1,2019,0,Activists gathered for a pro Scottish independence protest,"political behavior, process",2,ignore,,50-99,50,99,75
2003,Europe,United Kingdom,Edinburgh,8,11,2016,8,11,2016,0,art lovers,"political behavior, process",2,ignore,,50-99,50,99,75
3,Europe,Albania,Elbasan,26,11,2010,26,11,2010,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
980,Europe,Ireland,Enniskillen,1,3,2014,1,3,2014,0,Garrison and Lough Melvin Fishing Association,"political behavior, process",2,ignore,,50-99,50,99,75
172,Europe,Cyprus,Famagusta,21,6,2011,21,6,2011,1,students,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
238,Europe,Cyprus,Famagusta,22,8,2012,22,8,2012,0,"potato farmers, Farming Insurance Organisation  OGA ",labor wage dispute,3,crowd_dispersal,,50-99,50,99,75
1946,Europe,United Kingdom,Fife,3,2,2009,3,2,2009,0,workers,labor wage dispute,2,ignore,,50-99,50,99,75
1004,Europe,Ireland,Finagles,20,4,2016,20,4,2016,0,residents,"political behavior, process",2,ignore,,50-99,50,99,75
1074,Europe,Ireland,Finglas,22,1,2015,22,1,2015,0,water charges protest,"price increases, tax policy",2,ignore,,50-99,50,99,75
1165,Europe,Italy,Foggia,8,8,2018,8,8,2018,0,migrant workers,labor wage dispute,2,ignore,,50-99,50,99,75
412,Europe,France,Forges_les_Bains,5,9,2016,5,9,2016,0,locals,"political behavior, process",2,ignore,,50-99,50,99,75
455,Europe,France,France,26,1,2014,26,1,2014,1,far right protesters,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
408,Europe,France,France,22,5,2016,24,6,2016,1,trade unionists,labor wage dispute,3,crowd_dispersal,,50-99,50,99,75
713,Europe,Germany,Frankfurt,26,3,2011,26,3,2011,0,anti nuclear demonstrators,"political behavior, process",2,ignore,,50-99,50,99,75
579,Europe,Germany,Frankfurt,15,10,2011,15,10,2011,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
585,Europe,Germany,Frankfurt,18,2,2015,18,3,2015,1,protesters,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
680,Europe,Germany,Frankfurt,31,5,2013,31,5,2013,0,Blockupy,"political behavior, process",3,crowd_dispersal,,50-99,50,99,75
689,Europe,Germany,Frankfurt,15,10,2011,6,8,2012,0,"activists, anti capitalists, leftists","political behavior, process",2,ignore,,50-99,50,99,75
717,Europe,Germany,Frankfurt,16,5,2012,19,5,2012,0,Blockupy supporters,"political behavior, process",2,ignore,,50-99,50,99,75
332,Europe,France,French_Guiana,27,3,2017,27,3,2017,0,French Guyanese,labor wage dispute,2,ignore,,50-99,50,99,75
701,Europe,Germany,Fulda,22,12,2014,22,12,2014,0,families,land farm issue,2,ignore,,50-99,50,99,75
2006,Europe,United Kingdom,Furness,1,1,2017,1,1,2017,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1655,Europe,Spain,Galicia,16,10,2012,16,10,2012,0,unspecified,"political behavior, process",2,ignore,,50-99,50,99,75
984,Europe,Ireland,Galway,3,7,2014,3,7,2014,0,Psychiatric Nurses  Association,"political behavior, process",2,ignore,,50-99,50,99,75
990,Europe,Ireland,Galway,17,9,2014,17,9,2014,0,Irish Nurses and Midwives Organisation  INMO  ,"political behavior, process",2,ignore,,50-99,50,99,75
1011,Europe,Ireland,Galway,10,9,2018,10,9,2018,0,Nurses and midwives,"political behavior, process",2,ignore,,50-99,50,99,75
1075,Europe,Ireland,Galway,30,1,2015,30,1,2015,0,Equality Tribunal,social restrictions,2,ignore,,50-99,50,99,75
66,Europe,Azerbaijan,Ganja,10,7,2018,10,7,2018,1,protesters,police brutality,3,crowd_dispersal,,50-99,50,99,75
1132,Europe,Italy,Gela_Refinery,9,7,2014,9,7,2014,1,Eni refinery workers,labor wage dispute,2,ignore,,50-99,50,99,75
1862,Europe,United Kingdom,Glasgow,29,6,2014,29,6,2014,0,protesters,"political behavior, process",2,ignore,,50-99,50,99,75
1863,Europe,United Kingdom,Glasgow,12,9,2014,12,9,2014,0,anti UKIP protesters,removal of politician,2,ignore,,50-99,50,99,75
1905,Europe,United Kingdom,Glasgow,17,2,2011,17,2,2011,0,"university students, faculty, staff","political behavior, process",2,ignore,,50-99,50,99,75
1911,Europe,United Kingdom,Glasgow,14,9,2014,14,9,2014,0,Yes campaign supporters,"political behavior, process",2,ignore,,50-99,50,99,75
1914,Europe,United Kingdom,Glasgow,1,4,2015,1,4,2015,0,Scrap Trident,"political behavior, process",2,ignore,,50-99,50,99,75
1949,Europe,United Kingdom,Glasgow,7,3,2009,7,3,2009,0,protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1962,Europe,United Kingdom,Glasgow,18,10,2011,7,11,2011,0,Occupy protesters,"political behavior, process",1,accomodate,,2000-4999,2000,4999,3500
1987,Europe,United Kingdom,Glasgow,31,3,2015,31,3,2015,0,protesters and children,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1989,Europe,United Kingdom,Glasgow,20,4,2015,20,4,2015,0,Glasgow cannabis club,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
2012,Europe,United Kingdom,Glasgow,21,11,2017,21,11,2017,0,Jordanhill Community Council,land farm issue,2,ignore,,2000-4999,2000,4999,3500
2037,Europe,United Kingdom,Glasgow,27,10,2018,27,10,2018,0,"Protesters organised by Scotland s biggest teaching union, the Educational Institute of Scotland  EIS , including teachers from all over the country",labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
1899,Europe,United Kingdom,Glasgow,7,1,2019,7,1,2019,0,"Protesters calling for the national rail system, ScotRail, to be returned to public ownership","political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1837,Europe,United Kingdom,Glasgow,22,10,2018,22,10,2018,0,Campaigners for equal pay for female staff within Glasgow city council,labor wage dispute,1,accomodate,,2000-4999,2000,4999,3500
1849,Europe,United Kingdom,Glasgow,22,6,2011,22,6,2011,0,"university students, university staff","price increases, tax policy",2,ignore,,2000-4999,2000,4999,3500
1896,Europe,United Kingdom,Glasgow,29,8,2018,29,8,2018,0,Schoolfriends of two teenage brothers being deported to Pakistan,"political behavior, process",1,accomodate,,2000-4999,2000,4999,3500
1160,Europe,Italy,Gorino,15,10,2016,15,10,2016,0,residents,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1759,Europe,Ukraine,Gorlovka,17,4,2014,17,4,2014,1,Pro Russian protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1229,Europe,Macedonia,Gostivar,1,3,2012,1,3,2012,0,ethnic Albanians,police brutality,2,ignore,,2000-4999,2000,4999,3500
1719,Europe,Sweden,Gothenburg,30,9,2017,30,9,2017,0,neo nazis: Nordic Resistance Movement,social restrictions,4,arrests,,2000-4999,2000,4999,3500
551,Europe,Germany,Gottingen,3,11,2017,3,11,2017,0,Jews,social restrictions,1,accomodate,,2000-4999,2000,4999,3500
1009,Europe,Ireland,GPO in Dublin,14,3,2017,14,3,2017,0,postmasters and supporters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1659,Europe,Spain,Grenada,13,2,2016,24,2,2016,0,civil rights activists,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1494,Europe,Russia,Grozny,20,1,2009,20,1,2009,0,unspecified,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
58,Europe,Armenia,Gyumri,27,4,2018,27,4,2018,0,protesters; opposition,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
569,Europe,Germany,Hambach_Forest,1,3,2018,6,3,2018,1,environmentalists,land farm issue,2,ignore,,2000-4999,2000,4999,3500
572,Europe,Germany,Hambach_Forest,14,9,2018,14,9,2018,0,environmental activists,"political behavior, process",3,crowd_dispersal,,2000-4999,2000,4999,3500
518,Europe,Germany,Hamburg,10,1,2017,10,1,2017,0,protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
691,Europe,Germany,Hamburg,9,1,2014,9,1,2014,1,Black Bloc,police brutality,3,crowd_dispersal,,2000-4999,2000,4999,3500
718,Europe,Germany,Hamburg,1,11,2014,1,11,2014,0,Kurds,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
147,Europe,Bulgaria,Harmanli,24,11,2016,24,11,2016,1,migrants,"political behavior, process",3,crowd_dispersal,,2000-4999,2000,4999,3500
288,Europe,Finland,Helsinki,10,9,2016,10,9,2016,1,Finnish Resistance Movement,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
289,Europe,Finland,Helsinki,24,9,2016,24,9,2016,0,anti refugee protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
290,Europe,Finland,Helsinki,15,7,2018,15,7,2018,0,activists,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
292,Europe,Finland,Helsinki,18,9,2015,18,9,2015,0,three unions,"political behavior, process",1,accomodate,,2000-4999,2000,4999,3500
293,Europe,Finland,Helsinki,24,9,2016,24,9,2016,0,anti Nazi protesters,"political behavior, process",2,ignore,,2000-4999,2000,4999,3500
1890,Europe,United Kingdom,Holyrood,23,11,2017,23,11,2017,0,Fire Brigades Union Scotland,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
1873,Europe,United Kingdom,Holyrood,24,2,2016,24,2,2016,0,union members,"price increases, tax policy",2,ignore,,2000-4999,2000,4999,3500
1874,Europe,United Kingdom,Holyrood,10,3,2016,10,3,2016,0,farmers,labor wage dispute,2,ignore,,2000-4999,2000,4999,3500
1758,Europe,Ukraine,Horlivka,14,4,2014,14,4,2014,1,pro Russian demonstrators,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
881,Europe,Greece,Idomeni,2,4,2016,2,4,2016,0,refugees,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
861,Europe,Greece,IERISSOS,31,10,2012,31,10,2012,1,villagers,land farm issue,3,crowd_dispersal,,1000-1999,1000,1999,1500
1495,Europe,Russia,Irkutsk,8,2,2010,8,2,2010,0,unspecified,"political behavior, process",2,ignore,,1000-1999,1000,1999,1500
1734,Europe,Ukraine,Ivano_Frankivsk,24,1,2014,24,1,2014,0,anti government protesters,"political behavior, process",3,crowd_dispersal,,1000-1999,1000,1999,1500
1069,Europe,Ireland,Jobstown,22,11,2014,22,11,2014,0,anti water charges protesters,"price increases, tax policy",2,ignore,,1000-1999,1000,1999,1500
677,Europe,Germany,K_then,9,9,2018,9,9,2018,0,neo nazis,"political behavior, process",3,crowd_dispersal,,1000-1999,1000,1999,1500
1451,Europe,Russia,Kaliningrad,1,12,2009,1,12,2009,0,unspecified,"political behavior, process",2,ignore,,100-999,100,999,550
1452,Europe,Russia,Kaliningrad,30,1,2010,30,1,2010,0,coalition of opposition groups,"price increases, tax policy",2,ignore,,100-999,100,999,550
674,Europe,Germany,Kerpen,5,11,2017,5,11,2017,1,miners,labor wage dispute,3,crowd_dispersal,,100-999,100,999,550
1749,Europe,Ukraine,Kharkiv,22,2,2014,23,2,2014,0,"nationalists, right wing Pravy Sektor movement","political behavior, process",2,ignore,,100-999,100,999,550
1784,Europe,Ukraine,Kharkiv,1,3,2014,3,3,2014,1,pro Russian demonstrators,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1785,Europe,Ukraine,Kharkiv,2,3,2014,2,3,2014,0,pro Western residents,"political behavior, process",2,ignore,,100-999,100,999,550
1789,Europe,Ukraine,Kharkiv,16,3,2014,16,3,2014,1,pro Russian Ukrainians,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1505,Europe,Russia,Khimki,1,7,2010,1,7,2010,1,Khimki Forest protectors,land farm issue,2,ignore,,100-999,100,999,550
1735,Europe,Ukraine,Khmelnitsky,24,1,2014,24,1,2014,0,anti government protesters,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1744,Europe,Ukraine,Khmelnitsky,19,2,2014,19,2,2014,0,anti government protesters,"political behavior, process",2,ignore,,100-999,100,999,550
1724,Europe,Ukraine,Kiev,3,4,2009,3,4,2009,0,the pro Russia Party of Regions,"political behavior, process",2,ignore,,100-999,100,999,550
1730,Europe,Ukraine,Kiev,17,12,2017,17,12,2017,1,opposition,removal of politician,3,crowd_dispersal,,100-999,100,999,550
1731,Europe,Ukraine,Kiev,17,10,2017,3,3,2018,0,protesters,"political behavior, process",4,arrests,,100-999,100,999,550
1732,Europe,Ukraine,Kiev,17,1,2014,17,1,2014,0,women,police brutality,3,crowd_dispersal,,100-999,100,999,550
1753,Europe,Ukraine,Kiev,8,3,2014,8,3,2014,0,anti Russian demonstrators,"political behavior, process",2,ignore,,100-999,100,999,550
1768,Europe,Ukraine,Kiev,1,9,2014,1,9,2014,0,"women, mothers, wives, and friends of members of Kiev s 12th territorial defense battalion","political behavior, process",2,ignore,,100-999,100,999,550
1770,Europe,Ukraine,Kiev,5,12,2017,5,12,2017,0,protesters,police brutality,5,beatings,,100-999,100,999,550
1771,Europe,Ukraine,Kiev,24,8,2011,24,8,2011,0,Yulia Tymoshenko supporters,"political behavior, process",2,ignore,,100-999,100,999,550
1772,Europe,Ukraine,Kiev,11,10,2011,11,10,2011,1,Yulia Tymoshenko supporters,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1773,Europe,Ukraine,Kiev,3,7,2012,4,7,2012,1,unspecified,"political behavior, process",3,crowd_dispersal,,100-999,100,999,550
1774,Europe,Ukraine,Kiev,5,1,2014,5,1,2014,0,anti government protesters,"political behavior, process",2,ignore,,100-999,100,999,550
1797,Europe,Ukraine,Kiev,28,3,2014,28,3,2014,0,Right Sector,removal of politician,2,ignore,,100-999,100,999,550
1798,Europe,Ukraine,Kiev,26,3,2009,26,3,2009,0,Kiev residents,removal of politician,2,ignore,,100-999,100,999,550
