Region,Country,Location,Start Day,Start Month,Start Year,End Day,End Month,End Year,Protester Violence,Participants,Participants-estimated,Protester Identity,Protester Demand,State Response 1,State Response 2,Participants,,
Europe,Germany,Dresden,13,7,2015,13,7,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Berlin,17,7,2015,17,7,2015,0,50-99,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,50-99,,
Europe,Germany,Dresden,20,7,2015,20,7,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,27,7,2015,27,7,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,29,7,2015,29,7,2015,0,50-99,,protesters,"political behavior, process",ignore,,50-99,,
Europe,Germany,Berlin,1,8,2015,1,8,2015,0,1000-1999,,protesters,"political behavior, process",ignore,,1000-1999,,
Europe,Germany,Dresden,3,8,2015,3,8,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,5,8,2015,5,8,2015,0,50-99,,Initiative Heimatschutz  right wing organization ,"political behavior, process",ignore,,50-99,,
Europe,Germany,Dresden,10,8,2015,10,8,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,17,8,2015,17,8,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,24,8,2015,24,8,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,31,8,2015,31,8,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,7,9,2015,7,9,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,14,9,2015,14,9,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,21,9,2015,21,9,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,28,9,2015,28,9,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,5,10,2015,5,10,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Berlin,10,10,2015,10,10,2015,0,>10000,,protesters,"political behavior, process",ignore,,>10000,,
Europe,Germany,Dresden,12,10,2015,12,10,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,19,10,2015,19,10,2015,1,>10000,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",crowd dispersal,,>10000,,
Europe,Germany,Dresden,26,10,2015,26,10,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Berlin,30,10,2015,30,10,2015,0,50-99,,protesters,"political behavior, process",ignore,,50-99,,
Europe,Germany,Dresden,2,11,2015,2,11,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,9,11,2015,9,11,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,16,11,2015,16,11,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,23,11,2015,23,11,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,30,11,2015,30,11,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,7,12,2015,7,12,2015,0,2000-4999,, Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,14,12,2015,14,12,2015,0,2000-4999,, Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,21,12,2015,21,12,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,28,12,2015,28,12,2015,0,2000-4999,,Pegida  Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,4,1,2016,4,1,2016,0,2000-4999,, Patriotic Europeans against the Islamization of the West ,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Colognes Cathedral,5,1,2016,5,1,2016,0,100-999,,women s rights groups,"political behavior, process",ignore,,100-999,,
Europe,Germany,Cologne,9,1,2016,9,1,2016,1,1000-1999,,women,social restrictions,crowd dispersal,,1000-1999,,
Europe,Germany,Cologne,9,1,2016,9,1,2016,1,1000-1999,,PEGIDA,removal of politician,crowd dispersal,,1000-1999,,
Europe,Germany,Dresden,11,1,2016,11,1,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Leipzig,11,1,2016,11,1,2016,1,50-99,,Leipzig far right group,"political behavior, process",ignore,,50-99,,
Europe,Germany,Dresden,18,1,2016,18,1,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,25,1,2016,25,1,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,1,2,2016,1,2,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,8,2,2016,8,2,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,15,2,2016,15,2,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,22,2,2016,22,2,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,29,2,2016,29,2,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,7,3,2016,7,3,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,14,3,2016,14,3,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,21,3,2016,21,3,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,28,3,2016,28,3,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,4,4,2016,4,4,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,11,4,2016,11,4,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,18,4,2016,18,4,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,25,4,2016,25,4,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Stuttgart,30,4,2016,30,4,2016,1,2000-4999,,left wing demonstrators,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Germany,Dresden,2,5,2016,2,5,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,9,5,2016,9,5,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,16,5,2016,16,5,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,23,5,2016,23,5,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Berlin,28,5,2016,28,5,2016,0,2000-4999,,Turks,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,30,5,2016,30,5,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,6,6,2016,6,6,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,13,6,2016,13,6,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,20,6,2016,20,6,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,27,6,2016,27,6,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Berlin,2,7,2016,2,7,2016,0,100-999,,al Quds day demonstrators,"political behavior, process",ignore,,100-999,,
Europe,Germany,Dresden,4,7,2016,4,7,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Berlin,9,7,2016,10,7,2016,1,2000-4999,,anti fascist and far left movement,"political behavior, process",crowd dispersal,arrests,2000-4999,,
Europe,Germany,Dresden,11,7,2016,11,7,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,18,7,2016,18,7,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,25,7,2016,25,7,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,1,8,2016,1,8,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,8,8,2016,8,8,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,15,8,2016,15,8,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,22,8,2016,22,8,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,29,8,2016,29,8,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,5,9,2016,5,9,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,12,9,2016,12,9,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,19,9,2016,19,9,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,26,9,2016,26,9,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Dresden,3,10,2016,3,10,2016,0,2000-4999,,PEGIDA,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Hamburg,10,1,2017,10,1,2017,0,50-99,,protesters,"political behavior, process",ignore,,50-99,,
Europe,Germany,Kreuzberg Berlin,15,3,2017,15,3,2017,0,100-999,,protesters,"political behavior, process",ignore,,100-999,,
Europe,Germany,Stuttgart,3,4,2017,3,4,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,10,4,2017,10,4,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,17,4,2017,17,4,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,24,4,2017,24,4,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Kreuzberg; Berlin; national,1,5,2017,1,5,2017,0,>10000,,May Day,labor wage dispute,ignore,,>10000,,
Europe,Germany,Stuttgart,1,5,2017,1,5,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,8,5,2017,8,5,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,15,5,2017,15,5,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,22,5,2017,22,5,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,29,5,2017,29,5,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,5,6,2017,5,6,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,12,6,2017,12,6,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,19,6,2017,19,6,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,26,6,2017,26,6,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,3,7,2017,3,7,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,10,7,2017,10,7,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,17,7,2017,17,7,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,24,7,2017,24,7,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,31,7,2017,31,7,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Berlin,2,8,2017,2,8,2017,0,50-99,,environmentalists,"price increases, tax policy",ignore,,50-99,,
Europe,Germany,Stuttgart,7,8,2017,7,8,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,14,8,2017,14,8,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,21,8,2017,21,8,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,28,8,2017,28,8,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,4,9,2017,4,9,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,11,9,2017,11,9,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,18,9,2017,18,9,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,25,9,2017,25,9,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,2,10,2017,2,10,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,9,10,2017,9,10,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,16,10,2017,16,10,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,23,10,2017,23,10,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Dresden,28,10,2017,28,10,2017,0,2000-4999,,civil rights,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Stuttgart,30,10,2017,30,10,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Gottingen,3,11,2017,3,11,2017,0,50-99,,Jews,social restrictions,accomodation,,50-99,,
Europe,Germany,Kerpen,5,11,2017,5,11,2017,1,2000-4999,,miners,labor wage dispute,crowd dispersal,,2000-4999,,
Europe,Germany,Stuttgart,6,11,2017,6,11,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,13,11,2017,13,11,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,20,11,2017,20,11,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,27,11,2017,27,11,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,4,12,2017,4,12,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,11,12,2017,11,12,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,18,12,2017,18,12,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,25,12,2017,25,12,2017,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,1,1,2018,1,1,2018,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,8,1,2018,8,1,2018,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,15,1,2018,15,1,2018,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,22,1,2018,22,1,2018,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,29,1,2018,29,1,2018,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,5,2,2018,5,2,2018,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,12,2,2018,12,2,2018,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,19,2,2018,19,2,2018,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Stuttgart,26,2,2018,26,2,2018,0,50-99,,Stuttgart 21,land farm issue,ignore,,50-99,,
Europe,Germany,Hambach Forest,1,3,2018,6,3,2018,1,50-99,,environmentalists,land farm issue,ignore,,50-99,,
Europe,Germany,Berlin,15,3,2018,28,3,2018,0,50-99,,women,social restrictions,ignore,,50-99,,
Europe,Germany,Berlin; Cologne; Erfurt; Potsdam,25,4,2018,25,4,2018,0,2000-4999,,activists,"political behavior, process",ignore,,2000-4999,,
Europe,Germany,Berlin,27,5,2018,27,5,2018,0,>10000,,anti hate activists,"political behavior, process",ignore,,>10000,,
Europe,Germany,Berlin,27,5,2018,27,5,2018,0,5000-10000,,anti immigrant,"political behavior, process",ignore,,5000-10000,,
Europe,Germany,Chemnitz,25,8,2018,26,8,2018,1,5000-10000,,neo nazis,"political behavior, process",crowd dispersal,,5000-10000,,
Europe,Germany,Chemnitz,30,8,2018,30,8,2018,0,50-99,,neo nazis,"political behavior, process",crowd dispersal,,50-99,,
Europe,Germany,Chemnitz,1,9,2018,1,9,2018,1,2000-4999,,anti hate activists,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Germany,Chemnitz,1,9,2018,1,9,2018,1,5000-10000,,neo nazis,"political behavior, process",crowd dispersal,,5000-10000,,
Europe,Germany,K then,9,9,2018,9,9,2018,0,2000-4999,,neo nazis,"political behavior, process",crowd dispersal,,2000-4999,,
Europe,Germany,Hambach Forest,14,9,2018,14,9,2018,0,50-99,,environmental activists,"political behavior, process",crowd dispersal,,50-99,,
